original	converted	r1_clipping	r1_brightness	r1_hue	r2_clipping	r2_brightness	r2_hue	rae_unint	rmse_unint	rmae_unint	rpae_unint	ssim_h_int	ssim_s_int	ssim_v_int	rae_int	rmse_int
originals/D70s_PN_DSC_0309_.NEF	converted_AdobeDNC/D70s_PN_DSC_0309_AdobeDNC.dng	3	2	3	3	2	3					0.99517006	0.99589473	0.99915427		
originals/D80_PN_20070331-0216-1_.NEF	converted_AdobeDNC/D80_PN_20070331-0216-1_AdobeDNC.dng	3	2	3	3	2	3					0.78086716	0.4931614	0.8176439		
originals/D80_PN_20070331-0336-2_.NEF	converted_AdobeDNC/D80_PN_20070331-0336-2_AdobeDNC.dng	3	2	3	3	2	3					0.7701054	0.5026118	0.8660896		
originals/D80_PN_20070331-1952-4_.NEF	converted_AdobeDNC/D80_PN_20070331-1952-4_AdobeDNC.dng	3	2	3	3	2	3					0.848439	0.8424528	0.9489216		
originals/D80_PN_DSC_0151_.NEF	converted_AdobeDNC/D80_PN_DSC_0151_AdobeDNC.dng	3	2	3	3	1	3					0.89285827	0.77983266	0.9337954		
originals/D300_PN_DSC_2337_.NEF	converted_AdobeDNC/D300_PN_DSC_2337_AdobeDNC.dng	3	2	3	3	2	3					0.79898626	0.5055752	0.64810723		
originals/D300_PN_DSC_2373_.NEF	converted_AdobeDNC/D300_PN_DSC_2373_AdobeDNC.dng	3	2	3	3	2	3					0.76055944	0.44845885	0.62193173		
originals/D300_PN_DSC_2848_.NEF	converted_AdobeDNC/D300_PN_DSC_2848_AdobeDNC.dng	3	2	3	3	2	3					0.7666685	0.37734297	0.56949365		
originals/D300_PN_DSC_4045_.NEF	converted_AdobeDNC/D300_PN_DSC_4045_AdobeDNC.dng	3	2	3	3	2	3					0.7621926	0.32773125	0.64321226		
originals/D300_PN_DSC_4311_.NEF	converted_AdobeDNC/D300_PN_DSC_4311_AdobeDNC.dng	3	2	3	3	2	3					0.7658339	0.20433362	0.57078433		
originals/D300_PN_DSC_4547_.NEF	converted_AdobeDNC/D300_PN_DSC_4547_AdobeDNC.dng	3	2	3	3	2	3					0.65223634	0.27911258	0.49912196		
originals/D300_PN_DSC_5147_.NEF	converted_AdobeDNC/D300_PN_DSC_5147_AdobeDNC.dng	3	2	3	3	2	3					0.6118803	0.4085473	0.55890155		
originals/D300_PN_DSC_5358_.NEF	converted_AdobeDNC/D300_PN_DSC_5358_AdobeDNC.dng	3	2	3	3	2	3					0.76762146	0.44283986	0.66087645		
originals/D300_PN_DSC_5449_.NEF	converted_AdobeDNC/D300_PN_DSC_5449_AdobeDNC.dng	3	2	3	3	2	3					0.83216727	0.44058853	0.6818299		
originals/D300_PN_DSC_5574_.NEF	converted_AdobeDNC/D300_PN_DSC_5574_AdobeDNC.dng	3	2	3	3	2	3					0.9210877	0.44546142	0.569261		
originals/D300_PN_DSC_6926_.NEF	converted_AdobeDNC/D300_PN_DSC_6926_AdobeDNC.dng	3	2	3	3	2	3					0.7865322	0.22984529	0.6238657		
originals/D300_PN_DSC_7484_.NEF	converted_AdobeDNC/D300_PN_DSC_7484_AdobeDNC.dng	3	2	2	3	2	3					0.66814536	0.16008976	0.39204115		
originals/D300_PN_DSC_7589_.NEF	converted_AdobeDNC/D300_PN_DSC_7589_AdobeDNC.dng	3	2	3	3	2	3					0.765877	0.15068017	0.4405773		
originals/D300_PN_DSC_8921_.NEF	converted_AdobeDNC/D300_PN_DSC_8921_AdobeDNC.dng	3	2	3	3	2	3					0.883516	0.3060385	0.66479814		
originals/D300_PN_DSC_8937_.NEF	converted_AdobeDNC/D300_PN_DSC_8937_AdobeDNC.dng	3	2	3	3	2	3					0.7212056	0.22226337	0.55191535		
originals/D300_PN_DSC_9062_.NEF	converted_AdobeDNC/D300_PN_DSC_9062_AdobeDNC.dng	3	2	3	3	2	3					0.76923233	0.22102968	0.555228		
originals/D300_PN_DSC_9164_.NEF	converted_AdobeDNC/D300_PN_DSC_9164_AdobeDNC.dng	3	2	3	3	2	3					0.71433365	0.19805415	0.47363943		
originals/D700_CMK_1449_.NEF	converted_AdobeDNC/D700_CMK_1449_AdobeDNC.dng	3	2	3	3	2	3					0.9991503	0.99774927	0.99988824		
