original	converted	r1_clipping	r1_brightness	r1_hue	r2_clipping	r2_brightness	r2_hue	rae_unint	rmse_unint	rmae_unint	rpae_unint	ssim_h_int	ssim_s_int	ssim_v_int	rae_int	rmse_int
originals/DSC_3094_.NEF	converted_AdobeDNC/DSC_3094_AdobeDNC.dng	3	3	3	3	3	3					0.8915585	0.6395076	0.95049065		
originals/DSC_3095_.NEF	converted_AdobeDNC/DSC_3095_AdobeDNC.dng	3	3	3	3	3	3					0.90667623	0.7477108	0.9489253		
originals/DSC_3096_.NEF	converted_AdobeDNC/DSC_3096_AdobeDNC.dng	3	3	3	3	3	3					0.8959262	0.70074713	0.9221038		
originals/DSC_3097_.NEF	converted_AdobeDNC/DSC_3097_AdobeDNC.dng	3	3	3	3	3	3					0.9074164	0.6745953	0.9095395		
originals/DSC_3101_.NEF	converted_AdobeDNC/DSC_3101_AdobeDNC.dng	3	3	3	3	3	3					0.8552495	0.64710796	0.9323417		
originals/DSC_3102_.NEF	converted_AdobeDNC/DSC_3102_AdobeDNC.dng	3	3	3	3	3	3					0.7405651	0.70061857	0.92732257		
originals/DSC_3104_.NEF	converted_AdobeDNC/DSC_3104_AdobeDNC.dng	3	3	3	3	3	3					0.7224095	0.6617776	0.9161574		
originals/DSC_3108_.NEF	converted_AdobeDNC/DSC_3108_AdobeDNC.dng	3	3	3	3	3	3					0.8384235	0.6663655	0.93303937		
originals/DSC_3110_.NEF	converted_AdobeDNC/DSC_3110_AdobeDNC.dng	3	3	3	3	3	3					0.76246035	0.6821643	0.91582745		
originals/DSC_3113_.NEF	converted_AdobeDNC/DSC_3113_AdobeDNC.dng	3	3	3	3	3	3					0.7703887	0.7201349	0.91930723		
originals/DSC_3114_.NEF	converted_AdobeDNC/DSC_3114_AdobeDNC.dng	3	3	3	3	3	3					0.77026993	0.7218549	0.9192022		
originals/DSC_3115_.NEF	converted_AdobeDNC/DSC_3115_AdobeDNC.dng	3	3	3	3	3	3					0.7727832	0.7228717	0.9185611		
originals/DSC_3116_.NEF	converted_AdobeDNC/DSC_3116_AdobeDNC.dng	3	3	3	3	3	3					0.7521493	0.70535076	0.9187952		
originals/DSC_3117_.NEF	converted_AdobeDNC/DSC_3117_AdobeDNC.dng	3	3	3	3	3	3					0.75574434	0.70349723	0.9185753		
originals/DSC_3118_.NEF	converted_AdobeDNC/DSC_3118_AdobeDNC.dng	3	3	3	3	3	3					0.837557	0.7920732	0.9526776		
originals/DSC_3121_.NEF	converted_AdobeDNC/DSC_3121_AdobeDNC.dng	3	3	3	3	3	3					0.8434092	0.8009935	0.956159		
originals/DSC_3122_.NEF	converted_AdobeDNC/DSC_3122_AdobeDNC.dng	3	3	3	3	3	3					0.86574847	0.796173	0.94364303		
originals/DSC_3123_.NEF	converted_AdobeDNC/DSC_3123_AdobeDNC.dng	3	3	3	3	3	3					0.83819413	0.8049704	0.95156264		
originals/DSC_3124_.NEF	converted_AdobeDNC/DSC_3124_AdobeDNC.dng	3	3	3	3	3	3					0.83998036	0.7972809	0.9537517		
originals/DSC_3127_.NEF	converted_AdobeDNC/DSC_3127_AdobeDNC.dng	3	3	3	3	3	3					0.85750526	0.80934095	0.96049875		
originals/DSC_3128_.NEF	converted_AdobeDNC/DSC_3128_AdobeDNC.dng	3	3	3	3	3	3					0.84862113	0.80129886	0.9590977		
originals/DSC_3129_.NEF	converted_AdobeDNC/DSC_3129_AdobeDNC.dng	3	3	3	3	3	3					0.84576595	0.80211693	0.958303		
originals/DSC_3130_.NEF	converted_AdobeDNC/DSC_3130_AdobeDNC.dng	3	3	3	3	3	3					0.8457706	0.80296135	0.95590323		
originals/DSC_3131_.NEF	converted_AdobeDNC/DSC_3131_AdobeDNC.dng	3	3	3	3	3	3					0.8787735	0.76674503	0.94181937		
originals/DSC_3138_.NEF	converted_AdobeDNC/DSC_3138_AdobeDNC.dng	3	3	3	3	3	3					0.8783748	0.78251207	0.95358866		
originals/DSC_3150_.NEF	converted_AdobeDNC/DSC_3150_AdobeDNC.dng	3	3	3	3	3	3					0.8920087	0.81921136	0.96905535		
originals/DSC_3165_.NEF	converted_AdobeDNC/DSC_3165_AdobeDNC.dng	3	3	3	3	3	3					0.9150347	0.8217307	0.95561683		
originals/DSC_3167_.NEF	converted_AdobeDNC/DSC_3167_AdobeDNC.dng	3	3	3	3	3	3					0.9184003	0.82782227	0.95857424		
originals/DSC_3169_.NEF	converted_AdobeDNC/DSC_3169_AdobeDNC.dng	3	3	3	3	3	3					0.8990645	0.8029749	0.9512083		
originals/DSC_3170_.NEF	converted_AdobeDNC/DSC_3170_AdobeDNC.dng	3	3	3	3	3	3					0.8993523	0.80487174	0.9500746		
originals/DSC_3172_.NEF	converted_AdobeDNC/DSC_3172_AdobeDNC.dng	3	3	3	3	3	3					0.9273009	0.86499983	0.9715603		
originals/DSC_3176_.NEF	converted_AdobeDNC/DSC_3176_AdobeDNC.dng	3	3	3	3	3	3					0.91506165	0.8205945	0.94779485		
originals/DSC_3201_.NEF	converted_AdobeDNC/DSC_3201_AdobeDNC.dng	3	3	3	3	3	3					0.911382	0.8359107	0.9593198		
originals/DSC_3202_.NEF	converted_AdobeDNC/DSC_3202_AdobeDNC.dng	3	3	3	3	3	3					0.9095181	0.8361831	0.959583		
originals/DSC_3203_.NEF	converted_AdobeDNC/DSC_3203_AdobeDNC.dng	3	3	3	3	3	3					0.91077	0.84128845	0.9624745		
originals/DSC_3204_.NEF	converted_AdobeDNC/DSC_3204_AdobeDNC.dng	3	3	3	3	3	3					0.89948344	0.8283859	0.95561814		
originals/DSC_3205_.NEF	converted_AdobeDNC/DSC_3205_AdobeDNC.dng	3	3	3	3	3	3					0.90024054	0.82962584	0.95786035		
originals/DSC_3206_.NEF	converted_AdobeDNC/DSC_3206_AdobeDNC.dng	3	3	3	3	3	3					0.90235496	0.8268616	0.9550045		
originals/DSC_3207_.NEF	converted_AdobeDNC/DSC_3207_AdobeDNC.dng	3	3	3	3	3	3					0.89946514	0.8250625	0.95493346		
originals/DSC_3225_.NEF	converted_AdobeDNC/DSC_3225_AdobeDNC.dng	3	3	3	3	3	3					0.8336023	0.72727793	0.9113338		
originals/DSC_3226_.NEF	converted_AdobeDNC/DSC_3226_AdobeDNC.dng	3	3	3	3	3	3					0.73846024	0.5609769	0.60471183		
originals/DSC_3227_.NEF	converted_AdobeDNC/DSC_3227_AdobeDNC.dng	3	3	3	3	3	3					0.8993539	0.86420614	0.95662075		
originals/DSC_3228_.NEF	converted_AdobeDNC/DSC_3228_AdobeDNC.dng	3	3	3	3	3	3					0.8758892	0.8292713	0.9373269		
originals/DSC_3229_.NEF	converted_AdobeDNC/DSC_3229_AdobeDNC.dng	3	3	3	3	3	3					0.8924912	0.847824	0.94510555		
originals/DSC_3245_.NEF	converted_AdobeDNC/DSC_3245_AdobeDNC.dng	3	3	3	3	3	3					0.86467206	0.79444486	0.772496		
originals/DSC_3246_.NEF	converted_AdobeDNC/DSC_3246_AdobeDNC.dng	3	3	3	3	3	3					0.85793394	0.6431458	0.864755		
originals/DSC_3247_.NEF	converted_AdobeDNC/DSC_3247_AdobeDNC.dng	3	3	3	3	3	3					0.84358066	0.62466586	0.9047732		
originals/DSC_3248_.NEF	converted_AdobeDNC/DSC_3248_AdobeDNC.dng	3	3	3	3	3	3					0.8503286	0.6740664	0.9097802		
originals/DSC_3266_.NEF	converted_AdobeDNC/DSC_3266_AdobeDNC.dng	3	3	3	3	3	3					0.9058114	0.5604585	0.9656878		
originals/DSC_3267_.NEF	converted_AdobeDNC/DSC_3267_AdobeDNC.dng	3	3	3	3	3	3					0.9386896	0.5107827	0.8951073		
originals/DSC_3270_.NEF	converted_AdobeDNC/DSC_3270_AdobeDNC.dng	3	3	3	3	3	3					0.8358566	0.83522683	0.90101975		
originals/DSC_3271_.NEF	converted_AdobeDNC/DSC_3271_AdobeDNC.dng	3	3	3	3	3	3					0.8730896	0.81985515	0.9461568		
originals/DSC_3274_.NEF	converted_AdobeDNC/DSC_3274_AdobeDNC.dng	3	3	3	3	3	3					0.8572513	0.7537763	0.9343641		
originals/DSC_3275_.NEF	converted_AdobeDNC/DSC_3275_AdobeDNC.dng	3	3	3	3	3	3					0.84891856	0.73295635	0.92750126		
originals/DSC_3276_.NEF	converted_AdobeDNC/DSC_3276_AdobeDNC.dng	3	3	3	3	3	3					0.85045093	0.753893	0.9361439		
originals/DSC_3278_.NEF	converted_AdobeDNC/DSC_3278_AdobeDNC.dng	3	3	3	3	3	3					0.815965	0.7776009	0.93212295		
originals/DSC_3279_.NEF	converted_AdobeDNC/DSC_3279_AdobeDNC.dng	3	3	3	3	3	3					0.8582356	0.6841503	0.95673186		
originals/DSC_3280_.NEF	converted_AdobeDNC/DSC_3280_AdobeDNC.dng	3	3	3	3	3	3					0.8861779	0.6708266	0.9582562		
originals/DSC_3281_.NEF	converted_AdobeDNC/DSC_3281_AdobeDNC.dng	3	3	3	3	3	3					0.89094204	0.7052459	0.95668757		
originals/DSC_3283_.NEF	converted_AdobeDNC/DSC_3283_AdobeDNC.dng	3	3	3	3	3	3					0.94270635	0.7371048	0.9510307		
originals/DSC_3284_.NEF	converted_AdobeDNC/DSC_3284_AdobeDNC.dng	3	3	3	3	3	3					0.8994173	0.58370084	0.93408465		
originals/DSC_3285_.NEF	converted_AdobeDNC/DSC_3285_AdobeDNC.dng	3	3	3	3	3	3					0.87742877	0.72672844	0.9346095		
originals/DSC_3286_.NEF	converted_AdobeDNC/DSC_3286_AdobeDNC.dng	3	3	3	3	3	3					0.8611048	0.71586907	0.9518864		
originals/DSC_3287_.NEF	converted_AdobeDNC/DSC_3287_AdobeDNC.dng	3	3	3	3	3	3					0.7873042	0.7696435	0.9129754		
originals/DSC_3290_.NEF	converted_AdobeDNC/DSC_3290_AdobeDNC.dng	3	3	3	3	3	3					0.8523273	0.54199076	0.95474267		
originals/DSC_3291_.NEF	converted_AdobeDNC/DSC_3291_AdobeDNC.dng	3	3	3	3	3	3					0.8849353	0.6697793	0.95576173		
originals/DSC_3295_.NEF	converted_AdobeDNC/DSC_3295_AdobeDNC.dng	3	3	3	3	3	3					0.91213673	0.7813662	0.9701585		
originals/DSC_3296_.NEF	converted_AdobeDNC/DSC_3296_AdobeDNC.dng	3	3	3	3	3	3					0.87937087	0.6652199	0.9404677		
originals/DSC_3297_.NEF	converted_AdobeDNC/DSC_3297_AdobeDNC.dng	3	3	3	3	3	3					0.89547104	0.76131326	0.95025283		
originals/DSC_3298_.NEF	converted_AdobeDNC/DSC_3298_AdobeDNC.dng	3	3	3	3	3	3					0.8686717	0.73820263	0.9695148		
originals/DSC_3299_.NEF	converted_AdobeDNC/DSC_3299_AdobeDNC.dng	3	3	3	3	3	3					0.8641423	0.6932759	0.9297003		
originals/DSC_3302_.NEF	converted_AdobeDNC/DSC_3302_AdobeDNC.dng	3	3	3	3	3	3					0.86090004	0.64980495	0.95080465		
originals/DSC_3310_.NEF	converted_AdobeDNC/DSC_3310_AdobeDNC.dng	3	3	3	3	3	3					0.8653936	0.8333038	0.94964653		
originals/DSC_3311_.NEF	converted_AdobeDNC/DSC_3311_AdobeDNC.dng	3	3	3	3	3	3					0.8564326	0.71372736	0.95768726		
originals/DSC_3312_.NEF	converted_AdobeDNC/DSC_3312_AdobeDNC.dng	3	3	3	3	3	3					0.8596144	0.7149144	0.95729554		
originals/DSC_4716_.NEF	converted_AdobeDNC/DSC_4716_AdobeDNC.dng	3	3	3	3	3	3					0.9717555	0.9278831	0.97881943		
originals/DSC_6633_.NEF	converted_AdobeDNC/DSC_6633_AdobeDNC.dng	3	3	3	3	3	3					0.8904311	0.7602347	0.98868686		
originals/DSC_6635_.NEF	converted_AdobeDNC/DSC_6635_AdobeDNC.dng	3	3	3	3	3	3					0.8224257	0.6693709	0.9856218		
originals/DSC_6652_.NEF	converted_AdobeDNC/DSC_6652_AdobeDNC.dng	3	3	3	3	3	3					0.90652174	0.79467386	0.97678965		
originals/IMG_0075_.CR2	converted_AdobeDNC/IMG_0075_AdobeDNC.dng	3	3	3	3	3	3					0.9091219	0.7224728	0.88864344		
originals/IMG_0166_.CR2	converted_AdobeDNC/IMG_0166_AdobeDNC.dng	3	3	3	3	3	3					0.9882344	0.85393786	0.99330485		
originals/IMG_0175_.CR2	converted_AdobeDNC/IMG_0175_AdobeDNC.dng	3	3	3	3	3	3					0.8415024	0.65543914	0.9817048		
originals/IMG_0177_.CR2	converted_AdobeDNC/IMG_0177_AdobeDNC.dng	3	3	3	3	3	3					0.9861695	0.88483524	0.9892998		
originals/IMG_2399_.CR2	converted_AdobeDNC/IMG_2399_AdobeDNC.dng	3	3	3	3	3	3					0.83441883	0.71888715	0.96743906		
originals/IMG_2401_.CR2	converted_AdobeDNC/IMG_2401_AdobeDNC.dng	3	3	3	3	3	3					0.8282299	0.7005484	0.95516354		
originals/IMG_3711_.CR2	converted_AdobeDNC/IMG_3711_AdobeDNC.dng	3	3	3	3	3	3					0.7489768	0.5778021	0.79034805		
originals/IMG_3721_.CR2	converted_AdobeDNC/IMG_3721_AdobeDNC.dng	3	3	3	3	3	3					0.86041117	0.75943756	0.8911352		
originals/IMG_3722_.CR2	converted_AdobeDNC/IMG_3722_AdobeDNC.dng	3	3	3	3	3	3					0.86000144	0.74032533	0.9119519		
originals/IMG_3790_.CR2	converted_AdobeDNC/IMG_3790_AdobeDNC.dng	3	3	3	3	3	3					0.9523036	0.73779553	0.95359844		
originals/IMG_3823_.CR2	converted_AdobeDNC/IMG_3823_AdobeDNC.dng	3	3	3	3	3	3					0.987878	0.9408253	0.97766376		
originals/IMG_3826_.CR2	converted_AdobeDNC/IMG_3826_AdobeDNC.dng	3	3	3	3	3	3					0.96696025	0.72058946	0.94775766		
originals/IMG_4459_.CR2	converted_AdobeDNC/IMG_4459_AdobeDNC.dng	3	3	2	3	3	3					0.67137194	0.69575006	0.92224985		
originals/IMG_4487_.CR2	converted_AdobeDNC/IMG_4487_AdobeDNC.dng	3	3	2	3	3	3					0.8041421	0.839241	0.96347886		
originals/IMG_4641_.CR2	converted_AdobeDNC/IMG_4641_AdobeDNC.dng	3	3	3	2	2	3					0.6887302	0.4105836	0.92038214		
originals/IMG_4837_.CR2	converted_AdobeDNC/IMG_4837_AdobeDNC.dng	3	3	2	2	2	3					0.91450614	0.8042633	0.9635728		
originals/IMG_4874_.CR2	converted_AdobeDNC/IMG_4874_AdobeDNC.dng	3	3	2	3	3	3					0.8716907	0.7603148	0.96449924		
originals/IMG_5029_.CR2	converted_AdobeDNC/IMG_5029_AdobeDNC.dng	3	3	2	3	3	3					0.78016764	0.61457396	0.9539855		
originals/IMG_7373_.CR2	converted_AdobeDNC/IMG_7373_AdobeDNC.dng	3	3	3	3	3	3					0.96362406	0.88505787	0.9823261		
