original	converted	r1_clipping	r1_brightness	r1_hue	r2_clipping	r2_brightness	r2_hue	rae_unint	rmse_unint	rmae_unint	rpae_unint	ssim_h_int	ssim_s_int	ssim_v_int	rae_int	rmse_int
originals/DSC_3124_.NEF	converted_DxO/DSC_3124_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3127_.NEF	converted_DxO/DSC_3127_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3128_.NEF	converted_DxO/DSC_3128_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3129_.NEF	converted_DxO/DSC_3129_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3130_.NEF	converted_DxO/DSC_3130_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3131_.NEF	converted_DxO/DSC_3131_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3138_.NEF	converted_DxO/DSC_3138_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3150_.NEF	converted_DxO/DSC_3150_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3165_.NEF	converted_DxO/DSC_3165_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3167_.NEF	converted_DxO/DSC_3167_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3169_.NEF	converted_DxO/DSC_3169_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3170_.NEF	converted_DxO/DSC_3170_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3172_.NEF	converted_DxO/DSC_3172_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3176_.NEF	converted_DxO/DSC_3176_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
originals/DSC_3201_.NEF	converted_DxO/DSC_3201_DxO.dng	2	2	2	2	2	2	0	0	0	0	1	1	1	0	0
